time,h_asl,h_dot,vc,pitch,pitch_rate,roll,roll_rate,heading,heading_rate,alpha_deg,a_pilot_x_ft_sec2,a_pilot_y_ft_sec2,a_pilot_z_ft_sec2,pitch_accel_rad_sec2,roll_accel_rad_sec2,yaw_accel_rad_sec2,lat_deg,long_deg,flaps_pos_norm,engine_percent,pilot_elevator_cmd,throttle_0_cmd,temp_rankine,pressure_psf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
1.1961e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
7.1768e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
3.708e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
1.866e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
9.3418e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
4.6721e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.00023362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.0011681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.0058405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.0083333,10000,0,240,-1.4125e-30,0,1.2722e-14,0,90,0,0,-2.6111,1.6646e-23,-14.1455,0.15719,1.1049e-24,0,0,0,0,0,-2.4999e-07,0,483.0255,1455.6084
0.016667,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039758,0,483.0255,1455.6084
0.022089,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039734,0,483.0255,1455.6084
0.022089,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039734,0,483.0255,1455.6084
0.022089,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039734,0,483.0255,1455.6084
0.025,9999.9972,-0.41493,240.0279,0.00064678,0.48233,1.6237e-14,0.66356,90,1.3688e-16,0.051437,-2.7051,12.6185,-62.6407,0.14954,-1.4173,-4.5722e-05,-8.7354e-25,2.1347e-05,0,99.6433,0.39938,0,483.0255,1455.6085
0.027911,9999.9972,-0.41493,240.0279,0.00064678,0.48233,1.6237e-14,0.66356,90,1.3688e-16,0.051437,-2.7051,12.6185,-62.6407,0.14954,-1.4173,-4.5722e-05,-8.7354e-25,2.1347e-05,0,99.6433,0.39935,0,483.0255,1455.6085
0.033333,9999.9925,-0.56779,240.0587,0.0046768,0.55372,0.0055297,-0.013125,90,3.0804e-05,0.07417,5.0408,-12.8646,-16.8416,0.13027,-1.3899,1.6518e-06,-1.4072e-24,3.2023e-05,0,99.2865,0.44083,0,483.0255,1455.6088
0.040021,9999.9925,-0.56779,240.0587,0.0046768,0.55372,0.0055297,-0.013125,90,3.0804e-05,0.07417,5.0408,-12.8646,-16.8416,0.13027,-1.3899,1.6518e-06,-1.4072e-24,3.2023e-05,0,99.2865,0.44073,0,483.0255,1455.6088
0.040021,9999.9925,-0.56779,240.0587,0.0046768,0.55372,0.0055297,-0.013125,90,3.0804e-05,0.07417,5.0408,-12.8646,-16.8416,0.13027,-1.3899,1.6518e-06,-1.4072e-24,3.2023e-05,0,99.2865,0.44073,0,483.0255,1455.6088
0.041667,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46948,0,483.0255,1455.6091
0.043312,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46945,0,483.0255,1455.6091
0.044566,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46942,0,483.0255,1455.6091
0.044566,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46942,0,483.0255,1455.6091
0.047856,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46936,0,483.0255,1455.6091
0.05,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41496,0,483.0256,1455.6095
0.050813,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41494,0,483.0256,1455.6095
0.050813,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41494,0,483.0256,1455.6095
0.053257,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41489,0,483.0256,1455.6095
0.053257,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41489,0,483.0256,1455.6095
0.055702,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41483,0,483.0256,1455.6095
0.058333,9999.9725,-1.0497,240.1299,0.019385,0.55734,-0.011283,-1.9659,90,1.3436e-05,0.14782,5.9117,-12.1341,-5.2179,-0.085647,-1.3109,0.00027589,-1.2281e-12,6.4057e-05,0,98.2163,0.35015,0,483.0256,1455.6099
0.063409,9999.9725,-1.0497,240.1299,0.019385,0.55734,-0.011283,-1.9659,90,1.3436e-05,0.14782,5.9117,-12.1341,-5.2179,-0.085647,-1.3109,0.00027589,-1.2281e-12,6.4057e-05,0,98.2163,0.35001,0,483.0256,1455.6099
0.066666,9999.9631,-1.2047,240.1515,0.02404,0.51645,-0.027665,-2.5918,90,7.9427e-06,0.17144,5.8247,-11.8995,-4.6083,-0.058044,-0.17891,8.2725e-05,-1.4293e-12,7.4736e-05,0,97.8595,0.27877,0,483.0256,1455.6104
0.075,9999.9524,-1.3619,240.1728,0.028354,0.48873,-0.049263,-2.6772,90,-0.00012026,0.19496,5.4521,-1.6374,-9.0674,-0.025603,0.76457,-0.00038934,-5e-13,8.5417e-05,0,97.5028,0.22002,0,483.0257,1455.611
0.083333,9999.9404,-1.5204,240.1938,0.032438,0.47651,-0.071573,-2.3122,90,-0.00047794,0.21842,5.0539,6.8978,-13.3244,0.0098979,1.3604,-0.0011348,2.4609e-12,9.6099e-05,0,97.1461,0.1764,0,483.0257,1455.6117
0.091666,9999.9271,-1.6802,240.2144,0.036419,0.48123,-0.090841,-1.6626,90,-0.0011847,0.24194,4.6369,12.2622,-16.8803,0.03881,1.4605,-0.002132,8.5474e-12,0.00010678,0,96.7893,0.14935,0,483.0258,1455.6125
0.1,9999.9124,-1.8409,240.2345,0.04044,0.49976,-0.1047,-0.96529,90,-0.0023509,0.26559,4.2674,13.113,-18.8308,0.059955,1.3588,-0.0030457,1.8489e-11,0.00011746,0,96.4326,0.13592,0,483.0258,1455.6133
0.10833,9999.8964,-2.0017,240.2542,0.044615,0.52838,-0.11274,-0.31652,90,-0.0039304,0.28941,3.953,12.1382,-19.8461,0.072657,1.0325,-0.0036126,3.2829e-11,0.00012815,0,96.0758,0.1325,0,483.0259,1455.6142
0.11667,9999.879,-2.1622,240.2732,0.049029,0.56307,-0.11538,0.17643,89.9999,-0.0057491,0.31343,3.6989,9.1462,-19.8332,0.078467,0.68722,-0.0036867,5.1852e-11,0.00013883,0,95.7191,0.13521,0,483.0259,1455.6152
0.125,9999.8603,-2.3219,240.2916,0.053732,0.60053,-0.11391,0.50455,89.9999,-0.0075696,0.33765,3.4948,6.0127,-19.3937,0.079225,0.37536,-0.0032904,7.5679e-11,0.00014952,0,95.3624,0.14083,0,483.026,1455.6162
0.12765,9999.8603,-2.3219,240.2916,0.053732,0.60053,-0.11391,0.50455,89.9999,-0.0075696,0.33765,3.4948,6.0127,-19.3937,0.079225,0.37536,-0.0032904,7.5679e-11,0.00014952,0,95.3624,0.14068,0,483.026,1455.6162
0.12765,9999.8603,-2.3219,240.2916,0.053732,0.60053,-0.11391,0.50455,89.9999,-0.0075696,0.33765,3.4948,6.0127,-19.3937,0.079225,0.37536,-0.0032904,7.5679e-11,0.00014952,0,95.3624,0.14068,0,483.026,1455.6162
0.13333,9999.8403,-2.4807,240.3093,0.058747,0.63836,-0.1097,0.68377,89.9998,-0.0091696,0.36206,3.3281,3.2101,-18.7606,0.076918,0.14864,-0.0025083,1.0425e-10,0.00016021,0,95.0057,0.14702,0,483.0261,1455.6174
0.13901,9999.8403,-2.4807,240.3093,0.058747,0.63836,-0.1097,0.68377,89.9998,-0.0091696,0.36206,3.3281,3.2101,-18.7606,0.076918,0.14864,-0.0025083,1.0425e-10,0.00016021,0,95.0057,0.14666,0,483.0261,1455.6174
0.14167,9999.819,-2.6383,240.3263,0.064078,0.67508,-0.10401,0.75474,89.9997,-0.010371,0.38664,3.1851,1.2029,-18.173,0.073168,0.0028014,-0.0015121,1.3742e-10,0.00017089,0,94.6491,0.15233,0,483.0261,1455.6186
0.15,9999.7963,-2.7948,240.3426,0.069714,0.71002,-0.097716,0.75608,89.9997,-0.01108,0.41138,3.0545,-0.05786,-17.7095,0.069163,-0.076847,-0.00046578,1.75e-10,0.00018158,0,94.2926,0.1561,0,483.0262,1455.6198
0.15833,9999.7724,-2.9501,240.3582,0.075641,0.74304,-0.091415,0.71938,89.9996,-0.011278,0.43627,2.9278,-0.71541,-17.3985,0.065621,-0.11522,0.00049325,2.1676e-10,0.00019227,0,93.9363,0.15818,0,483.0263,1455.6212
0.16667,9999.7472,-3.1043,240.3731,0.081844,0.77437,-0.08542,0.66437,89.9995,-0.011012,0.4613,2.8001,-1.0042,-17.217,0.062878,-0.13199,0.0012801,2.6248e-10,0.00020296,0,93.5802,0.1588,0,483.0264,1455.6226
0.175,9999.7207,-3.2574,240.3874,0.088308,0.8044,-0.079884,0.60135,89.9994,-0.010369,0.48645,2.6687,-1.1079,-17.1342,0.060993,-0.14052,0.0018557,3.1195e-10,0.00021365,0,93.2243,0.15831,0,483.0265,1455.6241
0.18333,9999.6929,-3.4094,240.401,0.095022,0.83352,-0.074873,0.53426,89.9993,-0.0094509,0.51173,2.5334,-1.1502,-17.1198,0.059854,-0.14648,0.0022184,3.6498e-10,0.00022434,0,92.8687,0.15712,0,483.0266,1455.6257
0.19167,9999.6639,-3.5605,240.4141,0.10198,0.8621,-0.070421,0.46432,89.9992,-0.0083627,0.53713,2.3948,-1.1826,-17.1534,0.059273,-0.15066,0.0023879,4.2137e-10,0.00023503,0,92.5135,0.15557,0,483.0267,1455.6273
0.2,9999.6336,-3.7107,240.4265,0.10917,0.8904,-0.066551,0.39239,89.9991,-0.0071978,0.56266,2.2545,-1.2111,-17.2226,0.059045,-0.15136,0.0023941,4.8097e-10,0.00024572,0,92.1588,0.15392,0,483.0268,1455.629
0.20833,9999.602,-3.8599,240.4383,0.1166,0.9186,-0.063281,0.32012,89.9991,-0.0060355,0.5883,2.1138,-1.2182,-17.3205,0.058995,-0.14661,0.002268,5.4364e-10,0.00025642,0,91.8047,0.15234,0,483.0269,1455.6308
0.21667,9999.5692,-4.0082,240.4496,0.12427,0.94677,-0.060614,0.25012,89.999,-0.0049401,0.61407,1.974,-1.1841,-17.4422,0.058991,-0.13536,0.0020389,6.0925e-10,0.00026711,0,91.4511,0.15092,0,483.027,1455.6327
0.225,9999.5352,-4.1555,240.4603,0.13217,0.97493,-0.05853,0.18549,89.999,-0.0039612,0.63995,1.8361,-1.0974,-17.5831,0.05895,-0.11788,0.0017333,6.7772e-10,0.0002778,0,91.0983,0.14967,0,483.0271,1455.6346
0.23333,9999.5,-4.3019,240.4704,0.14031,1.0031,-0.056984,0.12921,89.999,-0.0031355,0.66595,1.7008,-0.95894,-17.738,0.058829,-0.095504,0.0013765,7.4897e-10,0.0002885,0,90.7463,0.14859,0,483.0273,1455.6366
0.24167,9999.4635,-4.4473,240.48,0.14867,1.0312,-0.055907,0.083613,89.9989,-0.002487,0.69207,1.5685,-0.779,-17.9012,0.058619,-0.070142,0.00099282,8.2295e-10,0.00029919,0,90.3952,0.14763,0,483.0274,1455.6386
0.24696,9999.4635,-4.4473,240.48,0.14867,1.0312,-0.055907,0.083613,89.9989,-0.002487,0.69207,1.5685,-0.779,-17.9012,0.058619,-0.070142,0.00099282,8.2295e-10,0.00029919,0,90.3952,0.14703,0,483.0274,1455.6386
0.24696,9999.4635,-4.4473,240.48,0.14867,1.0312,-0.055907,0.083613,89.9989,-0.002487,0.69207,1.5685,-0.779,-17.9012,0.058619,-0.070142,0.00099282,8.2295e-10,0.00029919,0,90.3952,0.14703,0,483.0274,1455.6386
0.25,9999.4259,-4.5917,240.489,0.15728,1.0592,-0.05521,0.050124,89.9989,-0.0020275,0.7183,1.4392,-0.57345,-18.0674,0.058326,-0.04384,0.00060627,8.9963e-10,0.00030988,0,90.0451,0.14675,0,483.0275,1455.6408
0.25304,9999.4259,-4.5917,240.489,0.15728,1.0592,-0.05521,0.050124,89.9989,-0.0020275,0.7183,1.4392,-0.57345,-18.0674,0.058326,-0.04384,0.00060627,8.9963e-10,0.00030988,0,90.0451,0.1464,0,483.0275,1455.6408
0.25833,9999.387,-4.7352,240.4975,0.16612,1.087,-0.054793,0.029192,89.9989,-0.001757,0.74464,1.3131,-0.35932,-18.2319,0.057971,-0.018446,0.00023974,9.79e-10,0.00032058,0,89.6962,0.14592,0,483.0277,1455.6429
0.26667,9999.3469,-4.8777,240.5055,0.17518,1.1147,-0.054549,0.020385,89.9989,-0.0016643,0.7711,1.19,-0.15193,-18.3912,0.057573,0.0045722,-8.6223e-05,1.0611e-09,0.00033127,0,89.3485,0.14512,0,483.0278,1455.6452
0.275,9999.3057,-5.0192,240.513,0.18448,1.1422,-0.054379,0.022568,89.9989,-0.0017283,0.79767,1.0699,0.036662,-18.5426,0.057152,0.024076,-0.0003544,1.1458e-09,0.00034197,0,89.0021,0.14431,0,483.028,1455.6475
0.28333,9999.2633,-5.1597,240.5199,0.19401,1.1695,-0.054191,0.034062,89.9989,-0.0019196,0.82434,0.95276,0.19719,-18.6845,0.056722,0.03935,-0.00055263,1.2333e-09,0.00035267,0,88.6572,0.14349,0,483.0281,1455.6499
0.29167,9999.2197,-5.2991,240.5264,0.20377,1.1965,-0.053907,0.052849,89.9988,-0.0022032,0.85112,0.83849,0.32388,-18.8157,0.056293,0.049971,-0.00067388,1.3235e-09,0.00036336,0,88.314,0.14266,0,483.0283,1455.6524
0.3,9999.175,-5.4376,240.5324,0.21375,1.2234,-0.053467,0.076707,89.9988,-0.0025409,0.87801,0.72708,0.41329,-18.9357,0.05587,0.055781,-0.00071655,1.4163e-09,0.00037406,0,87.9724,0.14181,0,483.0284,1455.6549
0.30833,9999.1291,-5.5751,240.5379,0.22396,1.2501,-0.052828,0.10334,89.9988,-0.0028941,0.90499,0.6185,0.46403,-19.0445,0.055455,0.056867,-0.0006843,1.5119e-09,0.00038475,0,87.6326,0.14096,0,483.0286,1455.6575
0.31667,9999.0821,-5.7115,240.543,0.23439,1.2766,-0.051967,0.13049,89.9988,-0.0032262,0.93208,0.51276,0.47663,-19.1423,0.055047,0.053547,-0.00058533,1.6102e-09,0.00039545,0,87.2947,0.1401,0,483.0288,1455.6602
0.325,9999.0339,-5.847,240.5476,0.24503,1.3029,-0.050879,0.15605,89.9987,-0.0035049,0.95926,0.40984,0.45339,-19.2299,0.054644,0.04635,-0.00043161,1.7112e-09,0.00040615,0,86.9589,0.13924,0,483.0289,1455.6629
0.33333,9998.9846,-5.9814,240.5518,0.2559,1.3289,-0.049579,0.17818,89.9987,-0.0037042,0.98654,0.30973,0.39832,-19.3085,0.054244,0.035993,-0.00023786,1.8148e-09,0.00041684,0,86.6252,0.13838,0,483.0291,1455.6657
0.34167,9998.9342,-6.1148,240.5555,0.26699,1.3548,-0.048094,0.19537,89.9987,-0.0038053,1.0139,0.21242,0.31696,-19.3798,0.053846,0.023339,-2.0595e-05,1.921e-09,0.00042754,0,86.2938,0.13753,0,483.0293,1455.6685
0.35,9998.8827,-6.2472,240.5589,0.27829,1.3806,-0.046466,0.20651,89.9987,-0.0037977,1.0414,0.11787,0.21608,-19.4458,0.053447,0.0093485,0.000203,2.0298e-09,0.00043824,0,85.9648,0.13669,0,483.0295,1455.6714
0.35833,9998.8301,-6.3786,240.5618,0.2898,1.4061,-0.044745,0.21097,89.9986,-0.0036795,1.0689,0.026043,0.10329,-19.5088,0.053047,-0.0049841,0.00041612,2.141e-09,0.00044893,0,85.6382,0.13585,0,483.0297,1455.6744
0.36667,9998.7764,-6.5089,240.5644,0.30153,1.4314,-0.042987,0.20859,89.9986,-0.0034569,1.0966,-0.0631,-0.013453,-19.5713,0.052645,-0.018687,0.00060333,2.2546e-09,0.00045963,0,85.3141,0.13501,0,483.0299,1455.6774
0.375,9998.7216,-6.6382,240.5665,0.31347,1.4565,-0.041249,0.19967,89.9986,-0.0031438,1.1243,-0.14961,-0.12629,-19.6356,0.052241,-0.03087,0.00075154,2.3706e-09,0.00047033,0,84.9927,0.13418,0,483.03,1455.6805
0.38333,9998.6658,-6.7665,240.5683,0.32562,1.4815,-0.039585,0.18493,89.9985,-0.0027601,1.1521,-0.23353,-0.22793,-19.7039,0.051835,-0.040772,0.00085071,2.4888e-09,0.00048103,0,84.6741,0.13336,0,483.0302,1455.6836
0.39167,9998.6088,-6.8938,240.5697,0.33798,1.5062,-0.038044,0.16547,89.9985,-0.0023308,1.18,-0.31492,-0.31211,-19.7782,0.051427,-0.047808,0.00089449,2.6092e-09,0.00049172,0,84.3582,0.13254,0,483.0304,1455.6869
0.4,9998.5509,-7.02,240.5708,0.35054,1.5308,-0.036665,0.14264,89.9985,-0.0018833,1.208,-0.39381,-0.37383,-19.8599,0.051017,-0.05159,0.00088053,2.7317e-09,0.00050242,0,84.0452,0.13173,0,483.0307,1455.6901
0.40833,9998.4918,-7.1451,240.5715,0.3633,1.5551,-0.035476,0.11801,89.9985,-0.0014464,1.236,-0.47023,-0.40972,-19.9499,0.050606,-0.051956,0.00081057,2.8563e-09,0.00051312,0,83.7351,0.13092,0,483.0309,1455.6935
0.41667,9998.4318,-7.2692,240.5719,0.37628,1.5793,-0.034493,0.09321,89.9985,-0.0010474,1.2642,-0.54421,-0.41812,-20.0487,0.050194,-0.048964,0.00069032,2.9829e-09,0.00052382,0,83.4281,0.13012,0,483.0311,1455.6968
0.425,9998.3707,-7.3923,240.572,0.38945,1.6033,-0.033716,0.069833,89.9985,-0.00071057,1.2924,-0.61576,-0.39917,-20.1562,0.049781,-0.042896,0.00052897,3.1115e-09,0.00053451,0,83.1241,0.12932,0,483.0313,1455.7003
0.43333,9998.3086,-7.5143,240.5718,0.40282,1.627,-0.033134,0.049354,89.9985,-0.00045554,1.3206,-0.6849,-0.35479,-20.2716,0.049367,-0.034229,0.0003386,3.242e-09,0.00054521,0,82.8232,0.12852,0,483.0315,1455.7038
0.44166,9998.2455,-7.6353,240.5712,0.41639,1.6506,-0.032723,0.033012,89.9985,-0.00029571,1.349,-0.75164,-0.28852,-20.3937,0.048952,-0.023608,0.00013333,3.3745e-09,0.00055591,0,82.5254,0.12773,0,483.0317,1455.7074
0.4443,9998.2455,-7.6353,240.5712,0.41639,1.6506,-0.032723,0.033012,89.9985,-0.00029571,1.349,-0.75164,-0.28852,-20.3937,0.048952,-0.023608,0.00013333,3.3745e-09,0.00055591,0,82.5254,0.12721,0,483.0317,1455.7074
0.4443,9998.2455,-7.6353,240.5712,0.41639,1.6506,-0.032723,0.033012,89.9985,-0.00029571,1.349,-0.75164,-0.28852,-20.3937,0.048952,-0.023608,0.00013333,3.3745e-09,0.00055591,0,82.5254,0.12721,0,483.0317,1455.7074
0.45,9998.1813,-7.7552,240.5704,0.43015,1.674,-0.032448,0.02174,89.9985,-0.0002374,1.3774,-0.81598,-0.20529,-20.521,0.048536,-0.011802,-7.1676e-05,3.5089e-09,0.0005666,0,82.2309,0.12694,0,483.032,1455.711
0.4557,9998.1813,-7.7552,240.5704,0.43015,1.674,-0.032448,0.02174,89.9985,-0.0002374,1.3774,-0.81598,-0.20529,-20.521,0.048536,-0.011802,-7.1676e-05,3.5089e-09,0.0005666,0,82.2309,0.1258,0,483.032,1455.711
0.45833,9998.1162,-7.8741,240.5693,0.44411,1.6972,-0.032266,0.016104,89.9984,-0.00027941,1.4059,-0.87793,-0.11112,-20.6514,0.04812,0.00034325,-0.0002612,3.6451e-09,0.0005773,0,81.9395,0.12616,0,483.0322,1455.7147
0.46666,9998.0501,-7.9919,240.5679,0.45827,1.7201,-0.032132,0.016267,89.9984,-0.00041306,1.4345,-0.93747,-0.012713,-20.783,0.047702,0.01197,-0.00042101,3.7833e-09,0.000588,0,81.6514,0.12538,0,483.0324,1455.7184
0.475,9997.983,-8.1086,240.5663,0.47261,1.7429,-0.031997,0.02198,89.9984,-0.00062275,1.4631,-0.99463,0.083027,-20.9134,0.047284,0.022238,-0.00053915,3.9234e-09,0.00059869,0,81.3665,0.12461,0,483.0327,1455.7222
0.48333,9997.915,-8.2243,240.5644,0.48715,1.7655,-0.031813,0.032596,89.9984,-0.00088718,1.4917,-1.0494,0.16921,-21.0407,0.046865,0.030419,-0.00060646,4.0654e-09,0.00060939,0,81.0849,0.12384,0,483.0329,1455.726
0.49166,9997.8459,-8.3389,240.5622,0.50187,1.7879,-0.031542,0.047117,89.9984,-0.0011807,1.5205,-1.1019,0.23978,-21.1629,0.046445,0.035918,-0.00061733,4.2093e-09,0.00062009,0,80.8066,0.12308,0,483.0332,1455.7299
0.5,9997.776,-8.4525,240.5598,0.51678,1.81,-0.031149,0.064264,89.9984,-0.0014754,1.5493,-1.152,0.28963,-21.2786,0.046024,0.03833,-0.0005704,4.3551e-09,0.00063078,0,80.5315,0.12232,0,483.0334,1455.7339
0.50833,9997.7051,-8.5649,240.5572,0.53187,1.832,-0.030614,0.082562,89.9984,-0.0017426,1.5781,-1.1998,0.31512,-21.3868,0.045603,0.037463,-0.0004686,4.5027e-09,0.00064148,0,80.2597,0.12157,0.023629,483.0337,1455.7379
0.50914,9997.7051,-8.5649,240.5572,0.53187,1.832,-0.030614,0.082562,89.9984,-0.0017426,1.5781,-1.1998,0.31512,-21.3868,0.045603,0.037463,-0.0004686,4.5027e-09,0.00064148,0,80.2597,0.12138,1.9018e-13,483.0337,1455.7379
0.50914,9997.7051,-8.5649,240.5572,0.53187,1.832,-0.030614,0.082562,89.9984,-0.0017426,1.5781,-1.1998,0.31512,-21.3868,0.045603,0.037463,-0.0004686,4.5027e-09,0.00064148,0,80.2597,0.12138,0,483.0337,1455.7379
0.51666,9997.6332,-8.6764,240.5543,0.54715,1.8538,-0.029926,0.10045,89.9984,-0.0019559,1.607,-1.2454,0.31428,-21.487,0.04518,0.033353,-0.00031913,4.6523e-09,0.00065218,0,79.9911,0.12082,0.052588,483.0339,1455.7419
0.5184,9997.6332,-8.6764,240.5543,0.54715,1.8538,-0.029926,0.10045,89.9984,-0.0019559,1.607,-1.2454,0.31428,-21.487,0.04518,0.033353,-0.00031913,4.6523e-09,0.00065218,0,79.9911,0.12042,1.9512e-13,483.0339,1455.7419
0.5184,9997.6332,-8.6764,240.5543,0.54715,1.8538,-0.029926,0.10045,89.9984,-0.0019559,1.607,-1.2454,0.31428,-21.487,0.04518,0.033353,-0.00031913,4.6523e-09,0.00065218,0,79.9911,0.12042,0,483.0339,1455.7419
0.525,9997.5605,-8.7867,240.5513,0.56261,1.8754,-0.029089,0.11637,89.9984,-0.0020922,1.636,-1.2888,0.28692,-21.5792,0.044757,0.026273,-0.00013297,4.8037e-09,0.00066287,0,79.7258,0.12007,0.080768,483.0342,1455.746
0.52755,9997.5605,-8.7867,240.5513,0.56261,1.8754,-0.029089,0.11637,89.9984,-0.0020922,1.636,-1.2888,0.28692,-21.5792,0.044757,0.026273,-0.00013297,4.8037e-09,0.00066287,0,79.7258,0.11949,1.9329e-13,483.0342,1455.746
0.52755,9997.5605,-8.7867,240.5513,0.56261,1.8754,-0.029089,0.11637,89.9984,-0.0020922,1.636,-1.2888,0.28692,-21.5792,0.044757,0.026273,-0.00013297,4.8037e-09,0.00066287,0,79.7258,0.11949,0,483.0342,1455.746
0.532,9997.5605,-8.7867,240.5513,0.56261,1.8754,-0.029089,0.11637,89.9984,-0.0020922,1.636,-1.2888,0.28692,-21.5792,0.044757,0.026273,-0.00013297,4.8037e-09,0.00066287,0,79.7258,0.11847,0,483.0342,1455.746
